Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1980, 1984]	горка	Q918572	(3137) Горки	P575	дата открытия	0	0	1982-09-16	0	0	0
1945	горкун	Q4144404	Горкунов, Михаил Степанович	P570	дата смерти	0	0	1943-12-06	0	0	0
1949	горкуша	Q4144403	Горкуша, Евгения Александровна	P570	дата смерти	0	0	1948-08-11	0	0	0
[1946, 1950]	горланова	Q3341930	Горланова, Нина Викторовна	P569	дата рождения	0	0	1947-11-23	0	0	0
2003	горланова	Q3341930	Горланова, Нина Викторовна	P166	полученные награды	Премия имени П. П. Бажова	0	0	0	0	2003-01-01
[1979, 1983]	горлица	Q949060	(3818) Горлица	P575	дата открытия	0	0	1979-08-20	0	0	0
2005	горлово	Q4144452	Горлово	P131	административно-территориальная единица	Зимницкое сельское поселение	0	0	2004-12-02	0	0
2005	горлово	Q4144451	Горлово	P131	административно-территориальная единица	Липовское сельское поселение	0	0	2004-12-02	0	0
[2004, 2006]	горнешное	Q4144528	Горнешно	P131	административно-территориальная единица	Турбинное сельское поселение	0	0	2005-01-01	0	0
[1923, 1925]	горностайполь	Q3543790	Горностайполь	P131	административно-территориальная единица	Иванковский район	0	0	1923-03-07	0	0
[1959, 1962]	горноуральский	Q3110811	Горноуральский	P571	дата основания/создания/возникновения	0	0	1961-01-01	0	0	0
[1925, 1936]	горный	Q4144587	Горное	P131	административно-территориальная единица	Марёвский район	0	0	1927-08-01	1963-01-31	0
[1925, 1936]	горный	Q4144587	Горное	P131	административно-территориальная единица	Демянский уезд	0	0	1824-08-07	1927-07-31	0
[1925, 1936]	горный	Q4144683	Горный	P571	дата основания/создания/возникновения	0	0	1932-01-01	0	0	0
[1925, 1936]	горный	Q372021	Горный	P571	дата основания/создания/возникновения	0	0	1931-01-01	0	0	0
[1953, 1954]	горный	Q1538372	Горный	P571	дата основания/создания/возникновения	0	0	1953-01-01	0	0	0
[1974, 1976]	горняк	Q48940793	Горняк	P571	дата основания/создания/возникновения	0	0	1975-01-01	0	0	0
1926	горняк	Q593911	Горняк	P571	дата основания/создания/возникновения	0	0	1925-01-01	0	0	0
[1969, 1974]	горобченко	Q4144782	Горобченко, Сергей Борисович	P569	дата рождения	0	0	1972-07-29	0	0	0
[2005, 2006]	горовастица	Q20010406	Горовастица	P131	административно-территориальная единица	Серёдкинское сельское поселение	0	0	2005-01-01	0	0
[2006, 2009]	горовой	Q4144826	Горовых, Эдуард	P2962	шахматный титул	международный мастер	0	0	2007-01-01	0	0
[1993, 2001]	город	Q16638453	Город	P571	дата основания/создания/возникновения	0	0	2000-07-03	0	0	0
1944	город	Q478110	Город	P571	дата основания/создания/возникновения	0	0	1944-01-01	0	0	0
[2003, 2009]	город	Q2896084	Город	P577	дата публикации	0	0	2008-01-01	0	0	0
[2004, 2009]	городей	Q1266729	Городея	P571	дата основания/создания/возникновения	0	0	2004-01-01	0	0	0
2008	городей	Q22668043	Городея	P1619	дата официального открытия	0	0	2006-01-01	0	0	0
[1924, 1929]	городенка	Q13029579	Городёнка	P131	административно-территориальная единица	Q35924399	0	0	1861-01-01	1924-07-17	0
[1924, 1929]	городенка	Q13029579	Городёнка	P131	административно-территориальная единица	Бегомльский поселковый Совет	0	0	1924-08-20	0	0
[1926, 1928]	городец	Q3920138	Городец	P131	административно-территориальная единица	Бобруйский округ	0	0	1924-07-17	1927-08-03	0
[1926, 1928]	городец	Q3920138	Городец	P131	административно-территориальная единица	Рогачёвский район	0	0	1927-08-04	0	0
1939	городечно	Q6481540	Городечно	P131	административно-территориальная единица	Брольникский сельсовет	0	0	1939-01-01	0	0
[1934, 1938]	городище	Q1538386	Городище	P131	административно-территориальная единица	Городищенский район	0	0	1935-05-03	1963-01-31	0
1947	городище	Q3773583	Городищи	P131	административно-территориальная единица	Покровский район	0	0	1945-03-26	1960-05-02	0
[1959, 1962]	городище	Q3773583	Городищи	P131	административно-территориальная единица	Петушинский район	0	0	1960-05-03	2004-10-12	0
1947	городище	Q3773583	Городищи	P131	административно-территориальная единица	Орехово-Зуевский район	0	0	1929-07-12	1945-03-25	0
1951	городище	Q29950496	Городищи	P576	дата прекращения существования	0	0	1950-01-01	0	0	0
1943	городничев	Q4145279	Городничев, Николай Павлович	P570	дата смерти	0	0	1943-03-01	0	0	0
2006	городный	Q4145260	Городна	P131	административно-территориальная единица	Львовское сельское поселение	0	0	2004-12-02	0	0
[1971, 1975]	городовиковск	Q134519	Городовиковск	P138	названо в честь	Городовиков, Ока Иванович	0	0	1971-01-01	0	0
[2004, 2009]	городок	Q4145366	Городок	P131	административно-территориальная единица	Куринское сельское поселение	0	0	2005-01-01	0	0
[2004, 2009]	городок	Q4145387	Городок	P131	административно-территориальная единица	Юрьевское сельское поселение	0	0	2005-01-01	2010-01-01	0
[2004, 2009]	городок	Q28796	Городок	P131	административно-территориальная единица	Барановское сельское поселение	0	0	2004-12-02	0	0
[1993, 2001]	городок	Q4145391	Городок	P577	дата публикации	0	0	1993-04-17	0	0	0
[2004, 2009]	городок	Q19988378	Городок	P131	административно-территориальная единица	Гусевское сельское поселение	0	0	2005-01-01	0	0
[2004, 2009]	городок	Q29567755	Городок	P131	административно-территориальная единица	Калининское сельское поселение	0	0	2005-11-11	0	0
